,links,movie,cert,rateoc,rateou
4689,the-bridges-of-madison-county,The Bridges of Madison County,PG-13,69,8.6
4690,kurt-cobain-about-a-son,Kurt Cobain About a Son,Not Rated,69,7.6
4691,itzhak,Itzhak,Not Rated,69,tbd
4692,monsieur-ibrahim,Monsieur Ibrahim,R,69,8.2
4693,stoked-the-rise-and-fall-of-gator,Stoked: The Rise and Fall of Gator,R,69,7.8
4694,the-cuckoo,The Cuckoo,PG-13,69,8.1
4695,changing-lanes,Changing Lanes,R,69,8.6
4696,intimacy,Intimacy,Unrated,69,7.5
4697,audition,Audition,Unrated,69,8.1
4698,adorenarin-doraibu,Adorenarin doraibu,Unrated,69,tbd
4699,resurrection,Resurrection,Not Rated,69,tbd
4700,hitlers-children,Hitler's Children,Not Rated,69,tbd
4701,ong-bak,Ong Bak,R,69,8.6
4702,do-not-resist,Do Not Resist,Not Rated,69,tbd
4703,we-live-in-public,We Live in Public,Unrated,69,7.0
4704,sightseers,Sightseers,Not Rated,69,6.5
4705,the-pink-cloud,The Pink Cloud,R,69,tbd
4706,uncertain-terms,Uncertain Terms,Not Rated,68,6.8
4707,the-milk-of-sorrow,The Milk of Sorrow,Not Rated,68,7.0
4708,the-harder-they-fall,The Harder They Fall,Not Rated,68,6.5
4709,a-dry-white-season,A Dry White Season,R,68,6.6
4710,a-boy-and-his-dog,A Boy and His Dog,TV-14,68,7.0
4711,infamous,Infamous,R,68,8.1
4712,star-trek-beyond,Star Trek Beyond,PG-13,68,6.7
4713,a-sinner-in-mecca,A Sinner in Mecca,Not Rated,68,tbd
4714,martin,Martin,R,68,tbd
4715,buybust,BuyBust,Not Rated,68,7.3
4716,icarus,Icarus,Not Rated,68,7.4
4717,la-strada-di-levi,Primo Levi's Journey,Not Rated,68,tbd
4718,gloria-1980,Gloria,PG,68,tbd
4719,north-country,North Country,R,68,7.4
4720,who-is-harry-nilsson-and-why-is-everybody-talkin-about-him,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Not Rated,68,tbd
4721,bullhead,Bullhead,R,68,7.1
4722,the-night,The Night,NR,68,5.0
4723,the-business-of-being-born,The Business of Being Born,Not Rated,68,6.8
4724,first-match,First Match,TV-MA,68,8.3
4725,peggy-guggenheim-art-addict,Peggy Guggenheim: Art Addict,Not Rated,68,5.8
4726,the-cotton-club,The Cotton Club,R,68,7.9
4727,like-crazy,Like Crazy,PG-13,68,7.2
4728,terms-and-conditions-may-apply,Terms and Conditions May Apply,Not Rated,68,7.0
4729,my-love-dont-cross-that-river,"My Love, Don't Cross That River",Not Rated,68,tbd
4730,equity,Equity,R,68,6.2
4731,art-and-craft,Art and Craft,Not Rated,68,7.8
4732,the-hunger-games,The Hunger Games,PG-13,68,7.0
4733,the-feast,The Feast,NR,68,5.0
4734,paper-spiders,Paper Spiders,TV-MA,68,7.6
4735,the-yes-men,The Yes Men,R,68,7.1
4736,in-my-skin,In My Skin,Unrated,68,tbd
4737,a-housekeeper,A Housekeeper,R,68,6.4
4738,cosi-ridevano,Così ridevano,Not Rated,68,tbd
4739,jump-tomorrow,Jump Tomorrow,PG,68,8.2
4740,chain-camera,Chain Camera,Not Rated,68,8.0
4741,the-war-zone,The War Zone,R,68,8.1
4742,existenz,eXistenZ,R,68,5.9
4743,buffalo-66,Buffalo '66,R,68,8.7
4744,for-whom-the-bell-tolls,For Whom the Bell Tolls,Passed,68,tbd
4745,it-must-be-heaven,It Must Be Heaven,Not Rated,68,tbd
4746,eyes-wide-shut,Eyes Wide Shut,NC-17,68,5.6
4747,i-used-to-go-here,I Used to Go Here,Not Rated,68,5.7
4748,requiem-for-a-dream,Requiem for a Dream,Open,68,8.8
4749,i-confess,I Confess,TV-PG,68,tbd
4750,entre-les-bras,Step Up To The Plate,Not Rated,68,tbd
4751,valentino-the-last-emperor,Valentino: The Last Emperor,PG-13,68,7.7
4752,a-somewhat-gentle-man,A Somewhat Gentle Man,Not Rated,68,8.2
4753,bhutto,Bhutto,Not Rated,68,tbd
4754,casino-jack-and-the-united-states-of-money,Casino Jack and the United States of Money,R,68,8.3
4755,moscow-belgium,"Moscow, Belgium",Not Rated,68,tbd
4756,family-romance-llc,"Family Romance, LLC",Not Rated,68,tbd
4757,applause,Applause,R,68,7.1
4758,august-evening,August Evening,PG-13,68,tbd
4759,smash-his-camera,Smash His Camera,PG-13,68,7.5
4760,babe-pig-in-the-city,Babe: Pig in the City,G,68,6.6
4761,doubt,Doubt,PG-13,68,7.9
4762,addiction-incorporated,Addiction Incorporated,Not Rated,68,tbd
4763,pierrepoint,Pierrepoint,R,68,7.8
4764,braveheart,Braveheart,R,68,8.3
4765,shoot-the-moon,Shoot the Moon,R,68,tbd
4766,crazy-stupid-love,"Crazy, Stupid, Love",PG-13,68,7.4
4767,deepwater-horizon,Deepwater Horizon,PG-13,68,7.3
4768,limbo-1969,Limbo,R,68,tbd
4769,lamb-1969,Lamb,R,68,6.2
4770,fighting-with-my-family,Fighting with My Family,PG-13,68,7.2
4771,mr-jones-2019,Mr. Jones,Not Rated,68,7.4
4772,end-of-watch,End of Watch,R,68,7.7
4773,dovlatov,Dovlatov,Not Rated,68,6.4
4774,manhunt,Manhunt,Not Rated,68,4.4
4775,apocalypto,Apocalypto,R,68,7.6
4776,dirty-rotten-scoundrels,Dirty Rotten Scoundrels,PG,68,8.0
4777,potiche,Potiche,R,68,6.2
4778,girls-cant-swim,Girls Can't Swim,Not Rated,68,2.5
4779,burnt-money,Burnt Money,R,68,7.9
4780,alice-et-martin,Alice et Martin,R,68,tbd
4781,twister,Twister,PG-13,68,7.2
4782,creature-from-the-black-lagoon,Creature from the Black Lagoon,TV-G,68,6.8
4783,25th-hour,25th Hour,R,68,8.6
4784,borat-subsequent-moviefilm,Borat Subsequent Moviefilm,R,68,5.9
4785,the-adventures-of-tintin,The Adventures of Tintin,PG,68,7.8
4786,the-meddler,The Meddler,PG-13,68,6.1
4787,the-conjuring,The Conjuring,R,68,8.2
4788,becket,Becket (re-release),Not Rated,68,7.4
4789,bopha!,Bopha!,PG-13,68,tbd
4790,the-worlds-fastest-indian,The World's Fastest Indian,PG-13,68,8.3
4791,what-she-said-the-art-of-pauline-kael,What She Said: The Art of Pauline Kael,Not Rated,68,tbd
4792,ask-dr-ruth,Ask Dr. Ruth,Not Rated,68,7.8
4793,the-kindergarten-teacher,The Kindergarten Teacher,Not Rated,68,tbd
4794,a-place-at-the-table,A Place at the Table,PG,68,tbd
4795,song-of-granite,Song of Granite,Not Rated,68,tbd
4796,i-am-the-pretty-thing-that-lives-in-the-house,I Am the Pretty Thing That Lives in the House,Not Rated,68,4.4
4797,they-call-it-myanmar-lifting-the-curtain,They Call It Myanmar: Lifting the Curtain,Not Rated,68,tbd
4798,some-came-running,Some Came Running,Approved,68,tbd
4799,999,$9.99,R,68,6.6
4800,harry-haft,The Survivor,Not Rated,68,tbd
4801,sembene!,Sembene!,Not Rated,68,tbd
4802,here,Here,Not Rated,68,tbd
4803,minyan,Minyan,Not Rated,68,tbd
4804,what-you-gonna-do-when-the-worlds-on-fire,What You Gonna Do When the World's on Fire?,Not Rated,68,tbd
4805,paul-goodman-changed-my-life,Paul Goodman Changed My Life,Not Rated,68,7.8
4806,the-homesman,The Homesman,R,68,6.5
4807,and-then-we-danced,And Then We Danced,Not Rated,68,7.4
4808,henry-fool,Henry Fool,R,68,6.2
4809,used-cars,Used Cars,R,68,7.5
4810,we-need-to-talk-about-kevin,We Need to Talk About Kevin,R,68,7.5
4811,prospect,Prospect,Not Rated,68,6.9
4812,watermark,Watermark,PG,68,5.7
4813,leonard-cohen-im-your-man,Leonard Cohen: I'm Your Man,PG-13,68,7.0
4814,out-stealing-horses,Out Stealing Horses,Not Rated,68,tbd
4815,early-man,Early Man,PG,68,6.5
4816,the-east,The East,PG-13,68,7.7
4817,monster-house,Monster House,PG,68,8.2
4818,beatriz-at-dinner,Beatriz at Dinner,Not Rated,68,5.4
4819,black-mass,Black Mass,R,68,7.5
4820,the-wave,The Wave,Not Rated,68,6.3
4821,deerskin,Deerskin,NR,68,6.4
4822,the-hateful-eight,The Hateful Eight,R,68,7.6
4823,if-you-dont-i-will,"If You Don't, I Will",Not Rated,68,tbd
4824,fire-in-the-blood,Fire in the Blood,Not Rated,68,tbd
4825,the-edukators,The Edukators,R,68,7.9
4826,hearts-and-minds,Hearts and Minds (re-release),R,68,7.2
4827,noi-the-albino,Noi the Albino,PG-13,68,8.1
4828,goodbye-lenin!,Goodbye Lenin!,R,68,8.7
4829,valley-of-tears,Valley of Tears,Not Rated,68,tbd
4830,babi-leto,Babí léto,PG-13,68,tbd
4831,shaolin-soccer,Shaolin Soccer,Unrated,68,8.8
4832,family-fundamentals,Family Fundamentals,Not Rated,68,tbd
4833,mule-skinner-blues,Mule Skinner Blues,R,68,tbd
4834,born-romantic,Born Romantic,R,68,tbd
4835,back-to-school,Back to School,PG-13,68,8.2
4836,all-of-me,All of Me,TV-PG,68,7.0
4837,10,10,R,68,5.8
4838,the-great-train-robbery,The Great Train Robbery,PG,68,5.8
4839,barbara-2017,Barbara,Not Rated,68,tbd
4840,the-illusionist,The Illusionist,PG-13,68,8.7
4841,office-space,Office Space,TV-MA,68,6.6
4842,homeroom,Homeroom,Not Rated,68,tbd
4843,spring-blossom,Spring Blossom,Not Rated,68,tbd
4844,una-noche,Una Noche,Not Rated,68,5.8
4845,queen-and-country,Queen and Country,Not Rated,68,6.3
4846,charlottes-web,Charlotte's Web,G,68,6.9
4847,the-end-of-the-line,The End of the Line,Unrated,68,7.7
4848,the-howling,The Howling,R,68,8.4
4849,professor-marston-the-wonder-women,Professor Marston & the Wonder Women,R,68,6.2
4850,chuck,Chuck,R,68,6.9
4851,chavela,Chavela,Not Rated,68,8.0
4852,the-girl-in-the-book,The Girl in the Book,Not Rated,68,7.8
4853,for-your-consideration,For Your Consideration,PG-13,68,6.0
4854,the-childhood-of-a-leader,The Childhood of a Leader,Not Rated,68,6.9
4855,hustle-flow,Hustle & Flow,R,68,8.8
4856,alice-in-wonderland-1951,Alice in Wonderland,Approved,68,7.8
4857,compliance,Compliance,R,68,6.4
4858,the-water-man,The Water Man,PG,68,4.8
4859,why-dont-you-play-in-hell,Why Don't You Play in Hell?,Not Rated,68,7.4
4860,richard-jewell,Richard Jewell,R,68,7.6
4861,the-night-house,The Night House,R,68,6.7
4862,bon-voyage,Bon voyage,PG-13,68,7.5
4863,miracle,Miracle,PG,68,7.6
4864,heaven,Heaven,TV-MA,68,7.8
4865,the-bourne-identity,The Bourne Identity,PG-13,68,7.5
4866,bread-and-tulips,Bread and Tulips,PG-13,68,6.3
4867,winter-sleepers,Winter Sleepers,Not Rated,68,6.7
4868,little-voice,Little Voice,R,68,8.5
4869,american-animals,American Animals,Not Rated,68,7.7
4870,skid-row-marathon,Skid Row Marathon,Not Rated,68,tbd
4871,abundant-acreage-available,Abundant Acreage Available,Not Rated,68,8.0
4872,meet-the-fokkens,Meet the Fokkens,Not Rated,68,tbd
4873,last-ride,Last Ride,Not Rated,68,tbd
4874,popstar-never-stop-never-stopping,Popstar: Never Stop Never Stopping,R,68,8.2
4875,take-this-waltz,Take This Waltz,PG,68,6.6
4876,everybody-knows,Everybody Knows,R,68,7.1
4877,bears,Bears,G,68,7.1
4878,off-the-map,Off the Map,PG-13,68,7.6
4879,clueless,Clueless,PG-13,68,8.2
4880,the-third-murder,The Third Murder,Not Rated,68,6.9
4881,heartbeat-detector,Heartbeat Detector,Not Rated,68,6.3
4882,songs-my-brothers-taught-me,Songs My Brothers Taught Me,Not Rated,68,6.8
4883,land-ho!,Land Ho!,R,68,6.2
4884,thank-you-for-your-service-2017,Thank You for Your Service,R,68,6.6
4885,imperium,Imperium,R,68,6.6
4886,to-die-like-a-man,To Die Like a Man,Not Rated,68,tbd
4887,language-lessons,Language Lessons,Not Rated,68,tbd
4888,europa-report,Europa Report,PG-13,68,6.9
4889,romantico,Romántico,Not Rated,68,7.1
4890,nobody-speak-trials-of-the-free-press,Nobody Speak: Trials of the Free Press,TV-14,68,3.1
4891,the-blackcoats-daughter,The Blackcoat's Daughter,R,68,6.7
4892,archangel,Archangel,Not Rated,68,tbd
4893,police-story-2,Police Story 2 (1988),PG-13,68,7.5
4894,separate-tables,Separate Tables,TV-PG,68,tbd
4895,jailhouse-rock,Jailhouse Rock,TV-PG,68,tbd
4896,the-willoughbys,The Willoughbys,PG,68,6.8
4897,the-last-mogul,The Last Mogul,PG-13,68,tbd
4898,fort-bliss,Fort Bliss,Not Rated,68,6.6
4899,the-secret-life-of-words,The Secret Life of Words,Not Rated,68,8.1
4900,soul-food,Soul Food,TV-MA,68,tbd
4901,a-vigilante,A Vigilante,R,68,4.6
4902,avengers-infinity-war,Avengers: Infinity War,PG-13,68,8.7
4903,vision-from-the-life-of-hildegard-von-bingen,Vision: From the Life of Hildegard Von Bingen,Not Rated,68,5.3
4904,shanghai-ghetto,Shanghai Ghetto,Not Rated,68,tbd
4905,sorcerer,Sorcerer,PG,68,8.2
4906,fletch,Fletch,PG,68,7.4
4907,true-confessions,True Confessions,R,68,5.6
4908,girl-model,Girl Model,Not Rated,68,6.6
4909,john-wick,John Wick,R,68,8.1
4910,an-inconvenient-sequel,An Inconvenient Sequel: Truth to Power,Not Rated,68,6.3
4911,the-way-way-back,"The Way, Way Back",PG-13,68,7.9
4912,the-americanization-of-emily,The Americanization of Emily,TV-PG,68,tbd
4913,the-desert-bride,The Desert Bride,Not Rated,68,tbd
4914,chef,Chef,R,68,7.7
4915,client-9-the-rise-and-fall-of-eliot-spitzer,Client 9: The Rise and Fall of Eliot Spitzer,R,68,7.0
4916,detropia,Detropia,Not Rated,68,8.0
4917,missing-link,Missing Link,PG,68,6.9
4918,dream-horse,Dream Horse,PG,68,6.4
4919,why-we-fight,Why We Fight,PG-13,68,7.7
4920,active-measures,Active Measures,PG-13,68,7.5
4921,the-lesson,The Lesson,Not Rated,68,tbd
4922,anita,Anita,Not Rated,68,7.0
4923,tales-from-the-golden-age,Tales from the Golden Age,Not Rated,68,7.5
4924,women-without-men,Women Without Men,Not Rated,68,5.5
4925,down-terrace,Down Terrace,R,68,5.5
4926,on-golden-pond,On Golden Pond,TV-14,68,7.4
4927,journey-to-the-west,Journey to the West,Not Rated,68,6.8
4928,avalon,Avalon,PG,68,tbd
4929,mon-roi,My King,Not Rated,68,5.1
4930,stations-of-the-cross,Stations of the Cross,Not Rated,68,7.4
4931,the-harvest,The Harvest,Not Rated,68,6.3
4932,rise-of-the-apes,Rise of the Planet of the Apes,PG-13,68,7.8
4933,pink-wall,Pink Wall,Not Rated,68,tbd
4934,with-god-on-our-side-george-w-bush-and-the-rise-of-the-religious-right-in-america,With God on Our Side: George W. Bush and the Rise of the Religious Right in America,Not Rated,68,tbd
4935,son-of-the-bride,Son of the Bride,R,68,7.3
4936,theeviravaathi-the-terrorist,Theeviravaathi: The Terrorist,Unrated,68,tbd
4937,shall-we-dance-1997,Shall We Dance?,PG,68,7.5
4938,the-boy-who-harnessed-the-wind,The Boy Who Harnessed the Wind,TV-PG,68,7.6
4939,the-black-balloon,The Black Balloon,PG-13,68,7.0
4940,the-partys-just-beginning,The Party's Just Beginning,Not Rated,68,8.1
4941,timecrimes,Timecrimes,R,68,7.1
4942,yentl,Yentl,PG,68,7.0
4943,friends-with-money,Friends with Money,R,68,5.6
4944,enola-holmes,Enola Holmes,PG-13,68,2.5
4945,my-friend-dahmer,My Friend Dahmer,Not Rated,68,7.2
4946,come-true,Come True,NR,68,6.3
4947,jesus,Jesús,Not Rated,68,tbd
4948,bethlehem,Bethlehem,Not Rated,68,7.5
4949,mad-detective,Mad Detective,Not Rated,68,7.3
4950,hair,Hair,PG,68,7.1
4951,my-cousin-vinny,My Cousin Vinny,R,68,7.7
4952,red-obsession,Red Obsession,Not Rated,68,1.6
4953,x2,X2: X-Men United,PG-13,68,8.6
4954,iraq-for-sale-the-war-profiteers,Iraq for Sale: The War Profiteers,Not Rated,68,7.2
4955,carny,Carny,R,68,tbd
4956,delirious,Delirious,Not Rated,68,7.6
4957,big-river-man,Big River Man,Not Rated,68,tbd
4958,stripes,Stripes,R,68,7.0
4959,paranormal-activity,Paranormal Activity,R,68,5.9
4960,theater-of-war,Theater of War,Not Rated,68,tbd
4961,afterglow,Afterglow,R,68,5.0
4962,kisses,Kisses,Not Rated,68,7.0
4963,swimming-to-cambodia,Swimming to Cambodia,R,68,tbd
4964,honeydripper,Honeydripper,PG-13,68,6.2
4965,monsters-and-men,Monsters and Men,Not Rated,68,6.5
4966,the-double-2013,The Double,R,68,6.4
4967,semi-tough,Semi-Tough,R,68,tbd
4968,citizens-band,Citizens Band,PG,68,tbd
4969,face-to-face,Face to Face,R,68,tbd
4970,kumiko-the-treasure-hunter,"Kumiko, The Treasure Hunter",Not Rated,68,6.9
4971,the-turning-point,The Turning Point,PG,68,tbd
4972,rafiki,Rafiki,Not Rated,68,6.8
4973,memories-of-tomorrow,Memories of Tomorrow,Not Rated,68,7.9
4974,the-beauty-academy-of-kabul,The Beauty Academy of Kabul,Not Rated,68,tbd
4975,etoiles-dancers-of-the-paris-opera-ballet,Etoiles: Dancers of the Paris Opera Ballet,Not Rated,68,tbd
4976,i-remember-me,I Remember Me,Not Rated,68,tbd
4977,erleuchtung-garantiert,Erleuchtung garantiert,Not Rated,68,8.3
4978,night-on-earth,Night on Earth,R,68,7.4
4979,french-connection-ii,French Connection II,R,68,6.8
4980,the-last-house-on-the-left-1972,The Last House on the Left,TV-MA,68,6.4
4981,just-mercy,Just Mercy,PG-13,68,7.1
4982,the-place-beyond-the-pines,The Place Beyond the Pines,R,68,8.5
4983,notting-hill,Notting Hill,PG-13,68,8.1
4984,batman-returns,Batman Returns,PG-13,68,8.1
4985,fabian-going-to-the-dogs,Fabian: Going to the Dogs,Unrated,68,tbd
4986,purple-butterfly,Purple Butterfly,R,68,7.8
4987,asako-i-ii,Asako I & II,Not Rated,68,7.4
4988,page-one-a-year-inside-the-new-york-times,Page One: A Year Inside the New York Times,R,68,6.8
4989,lethal-weapon,Lethal Weapon,R,68,8.2
4990,some-kind-of-hero,Some Kind of Hero,R,68,tbd
4991,fear-street-part-three-1666,Fear Street Part Three: 1666,Not Rated,68,6.5
4992,the-cool-school,The Cool School,Not Rated,68,tbd
4993,paris,Paris,R,68,5.1
4994,star-wars-episode-iii---revenge-of-the-sith,Star Wars: Episode III - Revenge of the Sith,PG-13,68,7.8
4995,fratricide,Fratricide,Not Rated,68,tbd
4996,the-assassination-of-jesse-james-by-the-coward-robert-ford,The Assassination of Jesse James by the Coward Robert Ford,R,68,8.0
4997,fracture,Fracture,R,68,8.6
4998,departures,Departures,PG-13,68,8.0
4999,jeremiah-tower-the-last-magnificent,Jeremiah Tower: The Last Magnificent,R,68,tbd
5000,ghost-stories,Ghost Stories,NR,68,6.4
5001,inequality-for-all,Inequality for All,PG,68,8.4
5002,bond-25,No Time to Die,PG-13,68,6.3
5003,one-life,One Life,Not Rated,68,7.5
5004,santoalla,Santoalla,Not Rated,68,tbd
5005,el-crimen-perfecto-the-perfect-crime,El Crimen Perfecto (The Perfect Crime),Unrated,68,6.9
5006,no-no-a-dockumentary,No No: A Dockumentary,Not Rated,68,tbd
5007,feast-of-the-seven-fishes,Feast of the Seven Fishes,Not Rated,68,tbd
5008,the-valet,The Valet,PG-13,68,7.1
5009,people-places-things,People Places Things,R,68,7.7
5010,12-oclock-boys,12 O'Clock Boys,Not Rated,68,4.6
5011,the-new-black,The New Black,Not Rated,68,tbd
5012,protagonist,Protagonist,R,68,tbd
5013,awesome-i-fuckin-shot-that!,Awesome; I Fuckin' Shot That!,R,68,7.1
5014,arven,The Inheritance,Unrated,68,8.4
5015,the-italian-job,The Italian Job,PG-13,68,8.6
5016,101-reykjavik,Reykjavík,Not Rated,68,5.4
5017,come-undone,Come Undone,Unrated,68,8.2
5018,santitos,Santitos,R,68,tbd
5019,a-civil-action,A Civil Action,PG-13,68,7.8
5020,never-say-never-again,Never Say Never Again,PG,68,5.8
5021,voyage-of-time-lifes-journey,Voyage of Time: Life's Journey,PG-13,68,tbd
5022,never-look-away,Never Look Away,R,68,7.9
5023,neighbors,Neighbors,R,68,6.3
5024,war-dance,War Dance,PG-13,68,7.0
5025,jude,Jude,R,68,7.3
5026,top-secret!,Top Secret!,PG,68,7.0
5027,noah,Noah,PG-13,68,5.4
5028,small-town-crime,Small Town Crime,R,68,6.6
5029,a-river-runs-through-it,A River Runs Through It,PG,68,7.0
5030,the-nightmare,The Nightmare,Not Rated,68,3.8
5031,in-the-basement,In the Basement,Not Rated,68,tbd
5032,whip-it,Whip It,PG-13,68,6.8
5033,the-other-story,The Other Story,Not Rated,68,tbd
5034,dick-tracy,Dick Tracy,PG,68,7.1
5035,z-for-zachariah,Z for Zachariah,PG-13,68,5.8
5036,marvins-room,Marvin's Room,PG-13,68,8.2
5037,american-woman-2019,American Woman,R,68,7.2
5038,praying-with-lior,Praying with Lior,Unrated,68,tbd
5039,dragonslayer-1981,Dragonslayer,PG,68,6.0
5040,the-housemaid,The Housemaid,Unrated,68,6.5
5041,the-presidents-last-bang,The President's Last Bang,Not Rated,68,tbd
5042,vazante,Vazante,Not Rated,68,6.3
5043,the-ballad-of-genesis-and-lady-jaye,The Ballad of Genesis and Lady Jaye,Not Rated,68,tbd
5044,primer,Primer,PG-13,68,7.5
5045,the-girl-on-the-train,The Girl on the Train,Unrated,68,5.3
5046,four-lions,Four Lions,R,68,7.8
5047,40-years-in-the-making-the-magic-music-movie,40 Years in the Making: The Magic Music Movie,Not Rated,68,8.4
5048,the-falcon-and-the-snowman,The Falcon and the Snowman,R,68,8.5
5049,sophies-choice,Sophie's Choice,R,68,7.8
5050,into-eternity,Into Eternity,Unrated,68,tbd
5051,the-pleasures-of-being-out-of-step,The Pleasures of Being Out of Step,Not Rated,68,tbd
5052,the-good-thief,The Good Thief,R,68,7.6
5053,guinevere,Guinevere,R,68,8.1
5054,jurassic-park,Jurassic Park,PG-13,68,8.9
5055,i-was-at-home-but,"I Was at Home, But",Not Rated,67,tbd
5056,the-president,The President,Not Rated,67,tbd
5057,the-divine-order,The Divine Order,Not Rated,67,6.6
5058,bluebird,Bluebird,Not Rated,67,tbd
5059,sx-acts,S#x Acts,Not Rated,67,tbd
5060,gladiator,Gladiator,R,67,8.8
5061,moon,Moon,R,67,8.3
5062,last-days-in-the-desert,Last Days in the Desert,PG-13,67,5.8
5063,the-captain,The Captain,Not Rated,67,7.8
5064,band-aid,Band Aid,Not Rated,67,6.0
5065,climax,Climax,Not Rated,67,7.3
5066,forgetting-sarah-marshall,Forgetting Sarah Marshall,R,67,7.5
5067,home,Home,Not Rated,67,7.0
5068,mothering-sunday,Mothering Sunday,R,67,tbd
5069,the-princess,The Princess,Not Rated,67,tbd
5070,american-promise,American Promise,Not Rated,67,tbd
5071,black-widow,Black Widow,Unrated,67,6.3
5072,concrete-cowboy,Concrete Cowboy,Not Rated,67,6.4
5073,7-days,7 Days,Not Rated,67,tbd
5074,kid-90,Kid 90,Not Rated,67,4.6
5075,het-nieuwe-rijksmuseum,The New Rijksmuseum,Not Rated,67,tbd
5076,harmony-and-me,Harmony and Me,Not Rated,67,tbd
5077,snow-angels,Snow Angels,R,67,7.6
5078,lord-of-the-flies,Lord of the Flies,Not Rated,67,6.4
5079,the-forgiven-2021,The Forgiven,Not Rated,67,tbd
5080,light-of-my-life,Light of My Life,Not Rated,67,6.2
5081,dig-two-graves,Dig Two Graves,Not Rated,67,6.1
5082,naked-lunch,Naked Lunch,R,67,6.5
5083,mona-lisa-and-the-blood-moon,Mona Lisa and the Blood Moon,Not Rated,67,tbd
5084,hush-2016,Hush,R,67,6.9
5085,super-fly,Super Fly,R,67,tbd
5086,the-flamingo-kid,The Flamingo Kid,PG-13,67,tbd
5087,other-people,Other People,Not Rated,67,6.5
5088,almost-peaceful,Almost Peaceful,Unrated,67,tbd
5089,ghosts-of-the-abyss,Ghosts of the Abyss,G,67,6.4
5090,ha-chaverim-shel-yana,Ha-Chaverim Shel Yana,Not Rated,67,tbd
5091,thirteen-days,Thirteen Days,PG-13,67,7.6
5092,interiors,Interiors,PG,67,7.0
5093,kung-fu-panda-2,Kung Fu Panda 2,PG,67,7.8
5094,queen-of-the-sun-what-are-the-bees-telling-us,Queen of the Sun: What Are the Bees Telling Us?,Not Rated,67,6.0
5095,robot-and-frank,Robot and Frank,PG-13,67,8.3
